Order_ID,Order_Date,Customer_ID,Product_ID,Product_Name,Category,Region,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Order_Status,Payment_Status
ORD10629,18-03-2025,CUST1381,PROD008,Cotton T-Shirt Pack,Apparel,West,1,1500,0,1500,600,900,Pending,Pending
ORD10630,19-03-2025,CUST1227,PROD004,Smart Watch,Electronics,East,2,14000,2800,25200,16000,9200,Completed,Paid
ORD10631,19-03-2025,CUST1421,PROD001,Laptop,Electronics,Central,2,50000,0,100000,70000,30000,Pending,Paid
ORD10632,19-03-2025,CUST1070,PROD013,Air Fryer,Home & Kitchen,Central,3,9500,0,28500,16500,12000,Completed,Paid
ORD10633,19-03-2025,CUST1449,PROD014,Backpack,Accessories,North,3,2200,0,6600,2700,3900,Completed,Paid
ORD10634,19-03-2025,CUST1026,PROD006,Standing Desk,Furniture,North,1,22000,2200,19800,14000,5800,Cancelled,Failed
ORD10635,20-03-2025,CUST1064,PROD011,Leather Formal Shoes,Footwear,South,1,6500,325,6175,3000,3175,Completed,Paid
ORD10636,20-03-2025,CUST1091,PROD014,Backpack,Accessories,East,2,2200,0,4400,1800,2600,Completed,Paid
ORD10637,20-03-2025,CUST1429,PROD005,Office Chair,Furniture,South,1,15000,0,15000,9000,6000,Completed,Paid
ORD10638,20-03-2025,CUST1438,PROD010,Running Shoes,Footwear,North,3,5500,825,15675,7500,8175,Pending,Pending
ORD10639,20-03-2025,CUST1138,PROD011,Leather Formal Shoes,Footwear,East,2,6500,1300,11700,6000,5700,Pending,Pending
ORD10640,20-03-2025,CUST1243,PROD003,Wireless Headphones,Electronics,North,2,6000,0,12000,7000,5000,Completed,Paid
ORD10641,20-03-2025,CUST1312,PROD013,Air Fryer,Home & Kitchen,West,2,9500,1900,17100,11000,6100,Completed,Paid
ORD10642,20-03-2025,CUST1217,PROD007,Bookshelf,Furniture,West,1,8500,0,8500,5000,3500,Completed,Paid
ORD10643,20-03-2025,CUST1347,PROD009,Denim Jeans,Apparel,Central,1,2800,0,2800,1200,1600,Cancelled,Failed
ORD10644,21-03-2025,CUST1332,PROD010,Running Shoes,Footwear,Central,1,5500,275,5225,2500,2725,Completed,Paid
ORD10645,21-03-2025,CUST1033,PROD006,Standing Desk,Furniture,West,2,22000,4400,39600,28000,11600,Completed,Paid
ORD10646,21-03-2025,CUST1336,PROD012,Coffee Maker,Home & Kitchen,West,1,7500,375,7125,4000,3125,Completed,Paid
ORD10647,21-03-2025,CUST1030,PROD013,Air Fryer,Home & Kitchen,Central,1,9500,0,9500,5500,4000,Completed,Paid
ORD10648,21-03-2025,CUST1370,PROD001,Laptop,Electronics,East,5,50000,0,250000,175000,75000,Completed,Paid
ORD10649,21-03-2025,CUST1208,PROD007,Bookshelf,Furniture,South,2,8500,2550,14450,10000,4450,Completed,Paid
ORD10650,21-03-2025,CUST1176,PROD012,Coffee Maker,Home & Kitchen,North,2,7500,750,14250,8000,6250,Completed,Paid
ORD10651,21-03-2025,CUST1344,PROD006,Standing Desk,Furniture,Central,1,22000,0,22000,14000,8000,Pending,Pending
ORD10652,21-03-2025,CUST1151,PROD002,Smartphone,Electronics,East,1,32000,0,32000,22000,10000,Cancelled,Refunded
ORD10653,21-03-2025,CUST1349,PROD006,Standing Desk,Furniture,South,1,22000,0,22000,14000,8000,Completed,Paid
ORD10654,21-03-2025,CUST1216,PROD013,Air Fryer,Home & Kitchen,West,1,9500,475,9025,5500,3525,Completed,Paid
ORD10655,21-03-2025,CUST1436,PROD002,Smartphone,Electronics,East,1,32000,1600,30400,22000,8400,Cancelled,Refunded
ORD10656,22-03-2025,CUST1100,PROD009,Denim Jeans,Apparel,South,3,2800,0,8400,3600,4800,Completed,Paid
ORD10657,22-03-2025,CUST1212,PROD001,Laptop,Electronics,North,1,50000,0,50000,35000,15000,Completed,Paid
ORD10658,22-03-2025,CUST1292,PROD008,Cotton T-Shirt Pack,Apparel,North,1,1500,150,1350,600,750,Completed,Paid
ORD10659,22-03-2025,CUST1250,PROD006,Standing Desk,Furniture,North,1,22000,0,22000,14000,8000,Completed,Paid
ORD10660,22-03-2025,CUST1141,PROD004,Smart Watch,Electronics,North,2,14000,0,28000,16000,12000,Completed,Paid
ORD10661,22-03-2025,CUST1067,PROD010,Running Shoes,Footwear,East,2,5500,0,11000,5000,6000,Completed,Paid
ORD10662,22-03-2025,CUST1197,PROD001,Laptop,Electronics,South,2,50000,10000,90000,70000,20000,Completed,Paid
ORD10663,22-03-2025,CUST1165,PROD013,Air Fryer,Home & Kitchen,Central,1,9500,475,9025,5500,3525,Pending,Pending
ORD10664,22-03-2025,CUST1116,PROD012,Coffee Maker,Home & Kitchen,West,1,7500,0,7500,4000,3500,Cancelled,Failed
ORD10665,22-03-2025,CUST1086,PROD002,Smartphone,Electronics,South,1,32000,0,32000,22000,10000,Pending,Paid
ORD10666,22-03-2025,CUST1223,PROD011,Leather Formal Shoes,Footwear,North,1,6500,975,5525,3000,2525,Completed,Paid
ORD10667,23-03-2025,CUST1085,PROD013,Air Fryer,Home & Kitchen,East,1,9500,0,9500,5500,4000,Completed,Paid
ORD10668,23-03-2025,CUST1109,PROD012,Coffee Maker,Home & Kitchen,South,2,7500,0,15000,8000,7000,Completed,Paid
ORD10669,23-03-2025,CUST1365,PROD011,Leather Formal Shoes,Footwear,South,1,6500,325,6175,3000,3175,Cancelled,Refunded
ORD10670,23-03-2025,CUST1305,PROD001,Laptop,Electronics,South,2,50000,0,100000,70000,30000,Pending,Pending
ORD10671,23-03-2025,CUST1214,PROD008,Cotton T-Shirt Pack,Apparel,East,1,1500,0,1500,600,900,Pending,Pending
ORD10672,23-03-2025,CUST1106,PROD012,Coffee Maker,Home & Kitchen,South,1,7500,375,7125,4000,3125,Pending,Paid
ORD10673,23-03-2025,CUST1319,PROD010,Running Shoes,Footwear,North,1,5500,550,4950,2500,2450,Cancelled,Refunded
ORD10674,23-03-2025,CUST1145,PROD002,Smartphone,Electronics,South,1,32000,1600,30400,22000,8400,Completed,Paid
ORD10675,23-03-2025,CUST1426,PROD009,Denim Jeans,Apparel,North,1,2800,0,2800,1200,1600,Completed,Paid
ORD10676,24-03-2025,CUST1281,PROD008,Cotton T-Shirt Pack,Apparel,North,2,1500,150,2850,1200,1650,Completed,Paid
ORD10677,24-03-2025,CUST1002,PROD001,Laptop,Electronics,South,3,50000,15000,135000,105000,30000,Pending,Paid
ORD10678,24-03-2025,CUST1077,PROD002,Smartphone,Electronics,Central,1,32000,3200,28800,22000,6800,Completed,Paid
ORD10679,24-03-2025,CUST1330,PROD004,Smart Watch,Electronics,East,5,14000,0,70000,40000,30000,Completed,Paid
ORD10680,25-03-2025,CUST1052,PROD014,Backpack,Accessories,North,3,2200,660,5940,2700,3240,Completed,Paid
ORD10681,25-03-2025,CUST1411,PROD011,Leather Formal Shoes,Footwear,West,1,6500,0,6500,3000,3500,Completed,Paid
ORD10682,25-03-2025,CUST1005,PROD014,Backpack,Accessories,North,2,2200,0,4400,1800,2600,Completed,Paid
ORD10683,25-03-2025,CUST1225,PROD010,Running Shoes,Footwear,West,3,5500,0,16500,7500,9000,Completed,Paid
ORD10684,26-03-2025,CUST1059,PROD007,Bookshelf,Furniture,East,4,8500,0,34000,20000,14000,Completed,Paid
ORD10685,26-03-2025,CUST1354,PROD014,Backpack,Accessories,East,2,2200,220,4180,1800,2380,Completed,Paid
ORD10686,26-03-2025,CUST1058,PROD003,Wireless Headphones,Electronics,South,5,6000,3000,27000,17500,9500,Completed,Paid
ORD10687,26-03-2025,CUST1214,PROD010,Running Shoes,Footwear,East,3,5500,825,15675,7500,8175,Completed,Paid
ORD10688,26-03-2025,CUST1313,PROD007,Bookshelf,Furniture,West,2,8500,1700,15300,10000,5300,Pending,Pending
ORD10689,27-03-2025,CUST1250,PROD002,Smartphone,Electronics,East,1,32000,0,32000,22000,10000,Pending,Paid
ORD10690,27-03-2025,CUST1007,PROD012,Coffee Maker,Home & Kitchen,Central,2,7500,750,14250,8000,6250,Cancelled,Refunded
ORD10691,27-03-2025,CUST1343,PROD014,Backpack,Accessories,West,2,2200,220,4180,1800,2380,Cancelled,Refunded
ORD10692,27-03-2025,CUST1222,PROD011,Leather Formal Shoes,Footwear,North,1,6500,325,6175,3000,3175,Pending,Paid
ORD10693,27-03-2025,CUST1077,PROD014,Backpack,Accessories,Central,3,2200,330,6270,2700,3570,Completed,Paid
ORD10694,27-03-2025,CUST1330,PROD003,Wireless Headphones,Electronics,Central,3,6000,1800,16200,10500,5700,Completed,Paid
ORD10695,27-03-2025,CUST1039,PROD013,Air Fryer,Home & Kitchen,East,1,9500,0,9500,5500,4000,Completed,Paid
ORD10696,28-03-2025,CUST1260,PROD004,Smart Watch,Electronics,Central,2,14000,0,28000,16000,12000,Completed,Paid
ORD10697,28-03-2025,CUST1041,PROD008,Cotton T-Shirt Pack,Apparel,East,3,1500,0,4500,1800,2700,Completed,Paid
ORD10698,28-03-2025,CUST1229,PROD006,Standing Desk,Furniture,South,5,22000,11000,99000,70000,29000,Completed,Paid
ORD10699,28-03-2025,CUST1053,PROD007,Bookshelf,Furniture,East,1,8500,425,8075,5000,3075,Completed,Paid
ORD10700,28-03-2025,CUST1406,PROD010,Running Shoes,Footwear,Central,2,5500,1100,9900,5000,4900,Cancelled,Refunded
ORD10701,28-03-2025,CUST1336,PROD011,Leather Formal Shoes,Footwear,East,4,6500,0,26000,12000,14000,Completed,Paid
ORD10702,28-03-2025,CUST1419,PROD004,Smart Watch,Electronics,East,1,14000,1400,12600,8000,4600,Cancelled,Failed
ORD10703,28-03-2025,CUST1367,PROD011,Leather Formal Shoes,Footwear,West,2,6500,0,13000,6000,7000,Pending,Pending
ORD10704,29-03-2025,CUST1175,PROD006,Standing Desk,Furniture,West,2,22000,0,44000,28000,16000,Completed,Paid
ORD10705,29-03-2025,CUST1024,PROD003,Wireless Headphones,Electronics,East,1,6000,600,5400,3500,1900,Pending,Paid
ORD10706,29-03-2025,CUST1055,PROD005,Office Chair,Furniture,Central,1,15000,0,15000,9000,6000,Completed,Paid
ORD10707,29-03-2025,CUST1111,PROD008,Cotton T-Shirt Pack,Apparel,North,2,1500,0,3000,1200,1800,Completed,Paid
ORD10708,29-03-2025,CUST1024,PROD011,Leather Formal Shoes,Footwear,Central,1,6500,650,5850,3000,2850,Completed,Paid
ORD10709,29-03-2025,CUST1338,PROD010,Running Shoes,Footwear,Central,1,5500,275,5225,2500,2725,Cancelled,Refunded
ORD10710,29-03-2025,CUST1284,PROD007,Bookshelf,Furniture,Central,1,8500,425,8075,5000,3075,Completed,Paid
ORD10711,29-03-2025,CUST1355,PROD010,Running Shoes,Footwear,North,2,5500,0,11000,5000,6000,Completed,Paid
ORD10712,30-03-2025,CUST1308,PROD010,Running Shoes,Footwear,West,2,5500,0,11000,5000,6000,Cancelled,Refunded
ORD10713,30-03-2025,CUST1141,PROD007,Bookshelf,Furniture,West,5,8500,2125,40375,25000,15375,Completed,Paid
ORD10714,30-03-2025,CUST1071,PROD007,Bookshelf,Furniture,Central,2,8500,1700,15300,10000,5300,Completed,Paid
ORD10715,30-03-2025,CUST1432,PROD012,Coffee Maker,Home & Kitchen,Central,3,7500,2250,20250,12000,8250,Cancelled,Refunded
ORD10716,30-03-2025,CUST1103,PROD004,Smart Watch,Electronics,Central,2,14000,1400,26600,16000,10600,Pending,Pending
ORD10717,30-03-2025,CUST1364,PROD011,Leather Formal Shoes,Footwear,North,2,6500,650,12350,6000,6350,Completed,Paid
ORD10718,30-03-2025,CUST1364,PROD002,Smartphone,Electronics,West,2,32000,3200,60800,44000,16800,Pending,Paid
ORD10719,30-03-2025,CUST1346,PROD012,Coffee Maker,Home & Kitchen,Central,1,7500,750,6750,4000,2750,Completed,Paid
ORD10720,30-03-2025,CUST1268,PROD002,Smartphone,Electronics,South,1,32000,0,32000,22000,10000,Completed,Paid
ORD10721,30-03-2025,CUST1103,PROD005,Office Chair,Furniture,North,5,15000,3750,71250,45000,26250,Completed,Paid
ORD10722,30-03-2025,CUST1430,PROD001,Laptop,Electronics,West,1,50000,2500,47500,35000,12500,Completed,Paid
ORD10723,30-03-2025,CUST1417,PROD008,Cotton T-Shirt Pack,Apparel,South,2,1500,150,2850,1200,1650,Cancelled,Refunded
ORD10724,30-03-2025,CUST1381,PROD011,Leather Formal Shoes,Footwear,Central,1,6500,325,6175,3000,3175,Pending,Paid
ORD10725,31-03-2025,CUST1341,PROD001,Laptop,Electronics,East,1,50000,7500,42500,35000,7500,Pending,Paid
ORD10726,31-03-2025,CUST1283,PROD001,Laptop,Electronics,South,2,50000,0,100000,70000,30000,Completed,Paid
ORD10727,31-03-2025,CUST1425,PROD004,Smart Watch,Electronics,West,2,14000,1400,26600,16000,10600,Cancelled,Refunded
ORD10728,31-03-2025,CUST1398,PROD012,Coffee Maker,Home & Kitchen,North,1,7500,0,7500,4000,3500,Pending,Pending
ORD10729,31-03-2025,CUST1096,PROD003,Wireless Headphones,Electronics,Central,1,6000,0,6000,3500,2500,Completed,Paid
ORD10730,31-03-2025,CUST1285,PROD005,Office Chair,Furniture,North,1,15000,1500,13500,9000,4500,Completed,Paid
ORD10731,31-03-2025,CUST1170,PROD008,Cotton T-Shirt Pack,Apparel,North,1,1500,225,1275,600,675,Cancelled,Refunded
ORD10732,31-03-2025,CUST1397,PROD011,Leather Formal Shoes,Footwear,Central,3,6500,0,19500,9000,10500,Cancelled,Failed
ORD10733,31-03-2025,CUST1038,PROD013,Air Fryer,Home & Kitchen,West,2,9500,2850,16150,11000,5150,Cancelled,Refunded
ORD10734,01-04-2025,CUST1082,PROD007,Bookshelf,Furniture,Central,2,8500,0,17000,10000,7000,Completed,Paid
ORD10735,01-04-2025,CUST1110,PROD011,Leather Formal Shoes,Footwear,West,1,6500,0,6500,3000,3500,Cancelled,Failed
ORD10736,01-04-2025,CUST1288,PROD014,Backpack,Accessories,South,1,2200,0,2200,900,1300,Completed,Paid
ORD10737,01-04-2025,CUST1329,PROD010,Running Shoes,Footwear,Central,1,5500,0,5500,2500,3000,Completed,Paid
ORD10738,01-04-2025,CUST1196,PROD013,Air Fryer,Home & Kitchen,South,1,9500,475,9025,5500,3525,Completed,Paid
ORD10739,01-04-2025,CUST1013,PROD009,Denim Jeans,Apparel,West,2,2800,280,5320,2400,2920,Completed,Paid
ORD10740,01-04-2025,CUST1023,PROD005,Office Chair,Furniture,North,1,15000,0,15000,9000,6000,Completed,Paid
ORD10741,01-04-2025,CUST1086,PROD013,Air Fryer,Home & Kitchen,Central,2,9500,950,18050,11000,7050,Completed,Paid
ORD10742,02-04-2025,CUST1323,PROD013,Air Fryer,Home & Kitchen,North,3,9500,0,28500,16500,12000,Completed,Paid
ORD10743,02-04-2025,CUST1106,PROD009,Denim Jeans,Apparel,East,2,2800,840,4760,2400,2360,Pending,Pending
ORD10744,02-04-2025,CUST1013,PROD008,Cotton T-Shirt Pack,Apparel,West,1,1500,0,1500,600,900,Completed,Paid
ORD10745,02-04-2025,CUST1407,PROD005,Office Chair,Furniture,Central,1,15000,1500,13500,9000,4500,Completed,Paid
ORD10746,02-04-2025,CUST1209,PROD007,Bookshelf,Furniture,East,2,8500,0,17000,10000,7000,Completed,Paid
ORD10747,02-04-2025,CUST1200,PROD011,Leather Formal Shoes,Footwear,South,2,6500,650,12350,6000,6350,Cancelled,Refunded
ORD10748,02-04-2025,CUST1388,PROD012,Coffee Maker,Home & Kitchen,Central,1,7500,750,6750,4000,2750,Completed,Paid
ORD10749,02-04-2025,CUST1258,PROD002,Smartphone,Electronics,West,2,32000,0,64000,44000,20000,Completed,Paid
ORD10750,02-04-2025,CUST1145,PROD013,Air Fryer,Home & Kitchen,East,1,9500,950,8550,5500,3050,Completed,Paid
ORD10751,03-04-2025,CUST1081,PROD009,Denim Jeans,Apparel,North,1,2800,0,2800,1200,1600,Cancelled,Failed
ORD10752,03-04-2025,CUST1325,PROD003,Wireless Headphones,Electronics,West,2,6000,1800,10200,7000,3200,Pending,Paid
ORD10753,03-04-2025,CUST1006,PROD009,Denim Jeans,Apparel,Central,1,2800,0,2800,1200,1600,Cancelled,Failed
ORD10754,03-04-2025,CUST1276,PROD009,Denim Jeans,Apparel,South,1,2800,280,2520,1200,1320,Pending,Paid
ORD10755,03-04-2025,CUST1109,PROD007,Bookshelf,Furniture,Central,1,8500,0,8500,5000,3500,Cancelled,Failed
ORD10756,03-04-2025,CUST1100,PROD002,Smartphone,Electronics,North,2,32000,3200,60800,44000,16800,Completed,Paid
ORD10757,03-04-2025,CUST1436,PROD013,Air Fryer,Home & Kitchen,Central,1,9500,475,9025,5500,3525,Completed,Paid
ORD10758,04-04-2025,CUST1035,PROD005,Office Chair,Furniture,South,1,15000,750,14250,9000,5250,Completed,Paid
ORD10759,04-04-2025,CUST1183,PROD003,Wireless Headphones,Electronics,North,1,6000,300,5700,3500,2200,Completed,Paid
ORD10760,04-04-2025,CUST1163,PROD008,Cotton T-Shirt Pack,Apparel,East,1,1500,75,1425,600,825,Pending,Pending
ORD10761,04-04-2025,CUST1290,PROD010,Running Shoes,Footwear,West,3,5500,2475,14025,7500,6525,Completed,Paid
ORD10762,04-04-2025,CUST1003,PROD006,Standing Desk,Furniture,North,2,22000,4400,39600,28000,11600,Pending,Paid
ORD10763,04-04-2025,CUST1142,PROD014,Backpack,Accessories,West,1,2200,220,1980,900,1080,Completed,Paid
ORD10764,04-04-2025,CUST1237,PROD008,Cotton T-Shirt Pack,Apparel,West,2,1500,150,2850,1200,1650,Completed,Paid
ORD10765,04-04-2025,CUST1090,PROD011,Leather Formal Shoes,Footwear,Central,1,6500,0,6500,3000,3500,Completed,Paid
ORD10766,04-04-2025,CUST1276,PROD004,Smart Watch,Electronics,West,2,14000,1400,26600,16000,10600,Pending,Pending
ORD10767,04-04-2025,CUST1010,PROD014,Backpack,Accessories,Central,2,2200,440,3960,1800,2160,Cancelled,Failed
ORD10768,04-04-2025,CUST1394,PROD010,Running Shoes,Footwear,North,3,5500,825,15675,7500,8175,Cancelled,Failed
ORD10769,04-04-2025,CUST1335,PROD013,Air Fryer,Home & Kitchen,North,1,9500,0,9500,5500,4000,Cancelled,Failed
ORD10770,04-04-2025,CUST1069,PROD008,Cotton T-Shirt Pack,Apparel,Central,2,1500,0,3000,1200,1800,Cancelled,Refunded
ORD10771,05-04-2025,CUST1123,PROD014,Backpack,Accessories,Central,2,2200,440,3960,1800,2160,Completed,Paid
ORD10772,05-04-2025,CUST1229,PROD003,Wireless Headphones,Electronics,North,2,6000,600,11400,7000,4400,Completed,Paid
ORD10773,05-04-2025,CUST1377,PROD012,Coffee Maker,Home & Kitchen,East,4,7500,0,30000,16000,14000,Completed,Paid
ORD10774,05-04-2025,CUST1119,PROD002,Smartphone,Electronics,West,1,32000,0,32000,22000,10000,Completed,Paid
ORD10775,05-04-2025,CUST1266,PROD013,Air Fryer,Home & Kitchen,West,1,9500,1425,8075,5500,2575,Completed,Paid
ORD10776,05-04-2025,CUST1021,PROD011,Leather Formal Shoes,Footwear,West,1,6500,975,5525,3000,2525,Pending,Paid
ORD10777,05-04-2025,CUST1428,PROD012,Coffee Maker,Home & Kitchen,West,2,7500,750,14250,8000,6250,Completed,Paid
ORD10778,05-04-2025,CUST1335,PROD007,Bookshelf,Furniture,West,2,8500,1700,15300,10000,5300,Completed,Paid
ORD10779,05-04-2025,CUST1265,PROD005,Office Chair,Furniture,East,5,15000,0,75000,45000,30000,Completed,Paid
ORD10780,05-04-2025,CUST1181,PROD014,Backpack,Accessories,West,1,2200,110,2090,900,1190,Cancelled,Refunded
ORD10781,05-04-2025,CUST1257,PROD003,Wireless Headphones,Electronics,East,1,6000,0,6000,3500,2500,Pending,Paid
ORD10782,05-04-2025,CUST1109,PROD003,Wireless Headphones,Electronics,North,1,6000,300,5700,3500,2200,Completed,Paid
ORD10783,05-04-2025,CUST1339,PROD004,Smart Watch,Electronics,East,3,14000,4200,37800,24000,13800,Completed,Paid
ORD10784,06-04-2025,CUST1246,PROD008,Cotton T-Shirt Pack,Apparel,North,2,1500,150,2850,1200,1650,Completed,Paid
ORD10785,06-04-2025,CUST1012,PROD004,Smart Watch,Electronics,South,1,14000,700,13300,8000,5300,Completed,Paid
ORD10786,06-04-2025,CUST1323,PROD009,Denim Jeans,Apparel,South,3,2800,0,8400,3600,4800,Completed,Paid
ORD10787,06-04-2025,CUST1133,PROD003,Wireless Headphones,Electronics,Central,4,6000,1200,22800,14000,8800,Cancelled,Refunded
ORD10788,06-04-2025,CUST1450,PROD012,Coffee Maker,Home & Kitchen,West,4,7500,0,30000,16000,14000,Cancelled,Failed
ORD10789,06-04-2025,CUST1445,PROD008,Cotton T-Shirt Pack,Apparel,North,1,1500,0,1500,600,900,Completed,Paid
ORD10790,06-04-2025,CUST1407,PROD010,Running Shoes,Footwear,North,2,5500,550,10450,5000,5450,Completed,Paid
ORD10791,06-04-2025,CUST1371,PROD011,Leather Formal Shoes,Footwear,West,4,6500,1300,24700,12000,12700,Completed,Paid
ORD10792,06-04-2025,CUST1118,PROD007,Bookshelf,Furniture,East,1,8500,0,8500,5000,3500,Cancelled,Failed
ORD10793,06-04-2025,CUST1424,PROD003,Wireless Headphones,Electronics,Central,1,6000,300,5700,3500,2200,Cancelled,Refunded
ORD10794,06-04-2025,CUST1450,PROD013,Air Fryer,Home & Kitchen,Central,2,9500,0,19000,11000,8000,Completed,Paid
ORD10795,06-04-2025,CUST1338,PROD003,Wireless Headphones,Electronics,Central,2,6000,0,12000,7000,5000,Pending,Paid
ORD10796,06-04-2025,CUST1268,PROD007,Bookshelf,Furniture,West,3,8500,1275,24225,15000,9225,Completed,Paid
ORD10797,07-04-2025,CUST1411,PROD008,Cotton T-Shirt Pack,Apparel,East,1,1500,150,1350,600,750,Pending,Pending
ORD10798,07-04-2025,CUST1218,PROD003,Wireless Headphones,Electronics,West,1,6000,0,6000,3500,2500,Completed,Paid
ORD10799,07-04-2025,CUST1146,PROD010,Running Shoes,Footwear,Central,1,5500,0,5500,2500,3000,Pending,Pending
ORD10800,07-04-2025,CUST1296,PROD009,Denim Jeans,Apparel,South,2,2800,0,5600,2400,3200,Completed,Paid
ORD10801,07-04-2025,CUST1353,PROD013,Air Fryer,Home & Kitchen,West,1,9500,0,9500,5500,4000,Completed,Paid
ORD10802,08-04-2025,CUST1300,PROD005,Office Chair,Furniture,West,3,15000,0,45000,27000,18000,Completed,Paid
ORD10803,08-04-2025,CUST1314,PROD005,Office Chair,Furniture,East,2,15000,0,30000,18000,12000,Cancelled,Failed
ORD10804,08-04-2025,CUST1092,PROD006,Standing Desk,Furniture,Central,2,22000,0,44000,28000,16000,Completed,Paid
ORD10805,08-04-2025,CUST1296,PROD006,Standing Desk,Furniture,East,2,22000,4400,39600,28000,11600,Pending,Pending
ORD10806,08-04-2025,CUST1383,PROD004,Smart Watch,Electronics,East,2,14000,4200,23800,16000,7800,Completed,Paid
ORD10807,08-04-2025,CUST1110,PROD009,Denim Jeans,Apparel,East,2,2800,560,5040,2400,2640,Cancelled,Refunded
ORD10808,08-04-2025,CUST1083,PROD007,Bookshelf,Furniture,South,3,8500,2550,22950,15000,7950,Completed,Paid
ORD10809,08-04-2025,CUST1308,PROD007,Bookshelf,Furniture,South,1,8500,0,8500,5000,3500,Completed,Paid
ORD10810,08-04-2025,CUST1312,PROD001,Laptop,Electronics,East,4,50000,0,200000,140000,60000,Pending,Paid
ORD10811,09-04-2025,CUST1306,PROD001,Laptop,Electronics,North,2,50000,0,100000,70000,30000,Completed,Paid
ORD10812,09-04-2025,CUST1436,PROD011,Leather Formal Shoes,Footwear,Central,1,6500,0,6500,3000,3500,Cancelled,Refunded
ORD10813,09-04-2025,CUST1315,PROD003,Wireless Headphones,Electronics,South,1,6000,300,5700,3500,2200,Completed,Paid
ORD10814,09-04-2025,CUST1045,PROD005,Office Chair,Furniture,East,1,15000,0,15000,9000,6000,Cancelled,Refunded
ORD10815,09-04-2025,CUST1266,PROD001,Laptop,Electronics,South,3,50000,7500,142500,105000,37500,Pending,Paid
ORD10816,09-04-2025,CUST1178,PROD014,Backpack,Accessories,West,1,2200,330,1870,900,970,Completed,Paid
ORD10817,09-04-2025,CUST1207,PROD010,Running Shoes,Footwear,South,1,5500,0,5500,2500,3000,Completed,Paid
ORD10818,09-04-2025,CUST1287,PROD002,Smartphone,Electronics,Central,1,32000,4800,27200,22000,5200,Cancelled,Failed
ORD10819,09-04-2025,CUST1449,PROD009,Denim Jeans,Apparel,Central,1,2800,0,2800,1200,1600,Completed,Paid
ORD10820,10-04-2025,CUST1248,PROD013,Air Fryer,Home & Kitchen,North,2,9500,2850,16150,11000,5150,Completed,Paid
ORD10821,10-04-2025,CUST1349,PROD008,Cotton T-Shirt Pack,Apparel,Central,3,1500,225,4275,1800,2475,Completed,Paid
ORD10822,10-04-2025,CUST1035,PROD007,Bookshelf,Furniture,North,2,8500,0,17000,10000,7000,Completed,Paid
ORD10823,10-04-2025,CUST1212,PROD006,Standing Desk,Furniture,Central,2,22000,4400,39600,28000,11600,Completed,Paid
ORD10824,10-04-2025,CUST1128,PROD005,Office Chair,Furniture,South,1,15000,1500,13500,9000,4500,Completed,Paid
ORD10825,10-04-2025,CUST1039,PROD009,Denim Jeans,Apparel,North,1,2800,0,2800,1200,1600,Cancelled,Failed
ORD10826,10-04-2025,CUST1094,PROD012,Coffee Maker,Home & Kitchen,North,1,7500,0,7500,4000,3500,Pending,Pending
ORD10827,10-04-2025,CUST1447,PROD005,Office Chair,Furniture,North,1,15000,1500,13500,9000,4500,Cancelled,Failed
ORD10828,11-04-2025,CUST1399,PROD002,Smartphone,Electronics,South,4,32000,6400,121600,88000,33600,Pending,Paid
ORD10829,11-04-2025,CUST1315,PROD001,Laptop,Electronics,Central,4,50000,20000,180000,140000,40000,Completed,Paid
ORD10830,11-04-2025,CUST1318,PROD006,Standing Desk,Furniture,East,3,22000,6600,59400,42000,17400,Cancelled,Failed
ORD10831,11-04-2025,CUST1252,PROD003,Wireless Headphones,Electronics,Central,1,6000,0,6000,3500,2500,Cancelled,Refunded
ORD10832,11-04-2025,CUST1028,PROD009,Denim Jeans,Apparel,East,1,2800,140,2660,1200,1460,Cancelled,Failed
ORD10833,11-04-2025,CUST1202,PROD014,Backpack,Accessories,North,1,2200,0,2200,900,1300,Cancelled,Failed
ORD10834,11-04-2025,CUST1162,PROD012,Coffee Maker,Home & Kitchen,South,1,7500,0,7500,4000,3500,Cancelled,Refunded
ORD10835,11-04-2025,CUST1167,PROD006,Standing Desk,Furniture,Central,3,22000,0,66000,42000,24000,Completed,Paid
ORD10836,11-04-2025,CUST1122,PROD005,Office Chair,Furniture,East,4,15000,0,60000,36000,24000,Completed,Paid
ORD10837,12-04-2025,CUST1218,PROD004,Smart Watch,Electronics,East,2,14000,0,28000,16000,12000,Completed,Paid
ORD10838,12-04-2025,CUST1144,PROD008,Cotton T-Shirt Pack,Apparel,North,2,1500,450,2550,1200,1350,Pending,Pending
ORD10839,12-04-2025,CUST1417,PROD002,Smartphone,Electronics,West,3,32000,4800,91200,66000,25200,Completed,Paid
ORD10840,12-04-2025,CUST1101,PROD003,Wireless Headphones,Electronics,North,1,6000,0,6000,3500,2500,Completed,Paid
ORD10841,12-04-2025,CUST1256,PROD003,Wireless Headphones,Electronics,Central,2,6000,0,12000,7000,5000,Completed,Paid
ORD10842,12-04-2025,CUST1154,PROD005,Office Chair,Furniture,Central,3,15000,0,45000,27000,18000,Completed,Paid
ORD10843,12-04-2025,CUST1354,PROD003,Wireless Headphones,Electronics,South,1,6000,0,6000,3500,2500,Pending,Pending
ORD10844,12-04-2025,CUST1231,PROD012,Coffee Maker,Home & Kitchen,West,1,7500,0,7500,4000,3500,Cancelled,Failed
